,ts_code,basic_eps_yoy
44882,603919.SH,-2.2727
44954,603929.SH,-38.1579
44955,603929.SH,-37.8788
44967,603933.SH,-73.4622
44968,603933.SH,-65.2727
45004,603938.SH,-4.0
45005,603938.SH,0.0
45017,603939.SH,26.1364
45018,603939.SH,30.1998
45050,603955.SH,4.4679
45051,603955.SH,15.3168
45215,603979.SH,6.0
45216,603979.SH,5.2632
45271,603986.SH,40.2778
45272,603986.SH,16.7939
45284,603987.SH,18.1818
45285,603987.SH,3.8462
45309,603989.SH,12.987
45310,603989.SH,-3.4483
45355,603993.SH,-57.1429
45356,603993.SH,-69.7917
45387,603997.SH,81.25
45388,603997.SH,-18.9189
45791,688122.SH,12.0624
45792,688122.SH,8.0
46126,688388.SH,63.7255
46127,688388.SH,136.0656
