,ts_code,basic_eps_yoy,new_quarter_eps
35653,600833.SH,14.2857,14.29
35678,600835.SH,-14.5161,-14.52
35703,600837.SH,84.44,84.44
35740,600841.SH,-12.3377,-12.34
35861,600854.SH,-33.9695,-33.97
35898,600857.SH,12.5,12.5
35911,600858.SH,14.1573,14.16
35936,600860.SH,-40.9091,-40.91
35961,600862.SH,81.8182,81.82
36010,600866.SH,185.7143,185.71
36023,600867.SH,-2.439,-2.44
36036,600868.SH,160.0,160.0
36071,600871.SH,500.0,500.0
36084,600872.SH,18.1902,18.19
36109,600874.SH,2.8571,2.86
36122,600875.SH,10.8108,10.81
36161,600879.SH,0.5952,0.6
36174,600880.SH,107.7922,107.79
36271,600888.SH,-30.2849,-30.28
36284,600889.SH,-1900.0,-1900.0
36366,600896.SH,-253.8462,-253.85
36438,600908.SH,15.2542,15.25
36451,600909.SH,106.67,106.67
36476,600919.SH,13.4615,13.46
36511,600929.SH,-0.9895,-0.99
36560,600958.SH,94.44,94.44
36609,600962.SH,-32.5123,-32.51
36622,600963.SH,-11.5385,-11.54
36694,600970.SH,17.9487,17.95
36719,600973.SH,35.4167,35.42
36732,600975.SH,300.0,300.0
36793,600980.SH,33.8724,33.87
36818,600982.SH,-47.5904,-47.59
36855,600985.SH,-0.5917,-0.59
36880,600987.SH,11.4754,11.48
36905,600989.SH,-3.5714,-3.57
36978,600997.SH,-16.2791,-16.28
37003,600999.SH,78.93,78.93
37098,601008.SH,133.3333,133.33
37123,601010.SH,38.4615,38.46
37160,601015.SH,-90.0,-90.0
37173,601016.SH,13.7097,13.71
37186,601018.SH,18.1818,18.18
37271,601066.SH,76.32,76.32
37284,601068.SH,-125.0,-125.0
37297,601069.SH,322.2222,322.22
37310,601077.SH,4.3956,4.4
37335,601088.SH,-1.4059,-1.41
37408,601107.SH,27.4757,27.48
37433,601111.SH,-11.3208,-11.32
37494,601126.SH,-11.1111,-11.11
37543,601138.SH,4.4444,4.44
37568,601155.SH,19.8294,19.83
37581,601158.SH,16.6667,16.67
37629,601168.SH,148.8372,148.84
37678,601186.SH,11.1111,11.11
37727,601200.SH,6.654,6.65
37752,601211.SH,28.57,28.57
37837,601228.SH,16.6667,16.67
37862,601231.SH,7.4074,7.41
37896,601238.SH,-39.2523,-39.25
37921,601268.SH,-24.8631,-24.86
37934,601288.SH,0.0,0.0
37970,601318.SH,39.701,39.7
37995,601326.SH,13.3333,13.33
38008,601328.SH,4.1667,4.17
38021,601330.SH,9.0909,9.09
38034,601333.SH,0.0,0.0
38047,601336.SH,83.8583,83.86
38108,601369.SH,69.551,69.55
38157,601390.SH,32.312,32.31
38170,601398.SH,4.878,4.88
38213,601518.SH,-26.3158,-26.32
38286,601577.SH,4.2254,4.23
38359,601600.SH,-11.9048,-11.9
38372,601601.SH,53.7688,53.77
38396,601607.SH,5.1095,5.11
38409,601608.SH,50.0,50.0
38469,601618.SH,3.8462,3.85
38482,601619.SH,7.1429,7.14
38495,601628.SH,425.641,425.64
38520,601636.SH,12.7521,12.75
38533,601658.SH,16.129,16.13
38606,601688.SH,57.58,57.58
38673,601717.SH,25.0,25.0
38710,601766.SH,5.1282,5.13
38735,601788.SH,449.68,449.68
38784,601800.SH,0.8696,0.87
38809,601808.SH,3443.2432,3443.24
38822,601811.SH,21.0526,21.05
38839,601818.SH,11.4754,11.48
38876,601857.SH,-13.7931,-13.79
38901,601860.SH,2.6316,2.63
38923,601866.SH,8.1788,8.18
38972,601878.SH,31.82,31.82
38985,601880.SH,50.0,50.0
38998,601881.SH,85.71,85.71
39011,601882.SH,-21.0526,-21.05
39024,601886.SH,-41.5094,-41.51
39061,601898.SH,68.0,68.0
39074,601899.SH,0.0,0.0
39123,601916.SH,4.918,4.92
39148,601919.SH,366.6667,366.67
39197,601939.SH,5.0,5.0
39234,601958.SH,50.0,50.0
39259,601966.SH,43.8776,43.88
39284,601969.SH,121.875,121.88
39297,601975.SH,143.6541,143.65
39322,601988.SH,3.3898,3.39
39359,601991.SH,-64.624,-64.62
39372,601992.SH,12.9032,12.9
39385,601996.SH,7.1429,7.14
39410,601998.SH,7.9545,7.95
39483,603005.SH,51.6129,51.61
39580,603013.SH,8.6957,8.7
39605,603016.SH,-2.439,-2.44
39630,603018.SH,34.8837,34.88
39643,603019.SH,37.5,37.5
39680,603022.SH,-6.25,-6.25
39705,603025.SH,-30.0,-30.0
39718,603026.SH,50.495,50.5
39863,603039.SH,21.7949,21.79
39888,603041.SH,75.6098,75.61
40003,603060.SH,3.6782,3.68
40099,603078.SH,-13.6612,-13.66
40208,603090.SH,-6.0606,-6.06
40296,603103.SH,-3.9216,-3.92
40363,603111.SH,120.1863,120.19
40454,603126.SH,-5.174,-5.17
40467,603127.SH,65.6716,65.67
40480,603128.SH,9.375,9.38
40625,603161.SH,-22.5,-22.5
40638,603165.SH,19.6581,19.66
40651,603166.SH,26.3158,26.32
40724,603179.SH,-41.6058,-41.61
40737,603180.SH,16.5605,16.56
40750,603181.SH,31.4286,31.43
40787,603186.SH,27.2727,27.27
40944,603214.SH,20.8791,20.88
41018,603225.SH,-6.6116,-6.61
41055,603228.SH,0.0,0.0
41068,603229.SH,29.6296,29.63
41125,603239.SH,-20.0,-20.0
41159,603259.SH,-28.3019,-28.3
41243,603278.SH,-25.3521,-25.35
41292,603288.SH,22.2222,22.22
41384,603303.SH,26.8283,26.83
41397,603305.SH,-28.7671,-28.77
41434,603309.SH,84.8485,84.85
41505,603318.SH,-3100.0,-3100.0
41518,603319.SH,-3.2258,-3.23
41579,603326.SH,53.3333,53.33
41639,603331.SH,7.2727,7.27
41674,603335.SH,-33.3333,-33.33
41687,603336.SH,25.0,25.0
41700,603337.SH,-33.3333,-33.33
41737,603345.SH,33.6,33.6
41750,603348.SH,-48.3871,-48.39
41838,603360.SH,110.2564,110.26
41851,603363.SH,775.0,775.0
41865,603365.SH,11.215,11.22
41971,603383.SH,5.9406,5.94
41984,603385.SH,36.9231,36.92
41997,603386.SH,-50.0,-50.0
42010,603387.SH,36.4583,36.46
42064,603393.SH,26.8456,26.85
42137,603429.SH,68.0851,68.09
42159,603444.SH,11.4625,11.46
42172,603456.SH,50.0,50.0
42209,603477.SH,-36.0,-36.0
42253,603496.SH,-55.1183,-55.12
42278,603500.SH,6.383,6.38
42291,603501.SH,162.069,162.07
42328,603507.SH,-37.5,-37.5
42341,603508.SH,252.1368,252.14
42366,603516.SH,31.8182,31.82
42415,603520.SH,80.3571,80.36
42440,603528.SH,13.413,13.41
42461,603533.SH,14.2857,14.29
42474,603535.SH,-6.5934,-6.59
42554,603558.SH,36.0,36.0
42627,603577.SH,78.0595,78.06
42640,603578.SH,2.9412,2.94
42653,603579.SH,19.6629,19.66
42666,603580.SH,-0.6934,-0.69
42714,603587.SH,0.6452,0.65
42761,603595.SH,-225.8621,-225.86
42774,603596.SH,63.3333,63.33
42859,603605.SH,36.1111,36.11
42872,603606.SH,165.3846,165.38
42909,603609.SH,103.0303,103.03
42954,603613.SH,48.3146,48.31
42967,603615.SH,3.5714,3.57
42992,603617.SH,8.1633,8.16
43087,603636.SH,14.2857,14.29
43100,603637.SH,0.0,0.0
43209,603659.SH,9.4891,9.49
43253,603663.SH,12.8205,12.82
43302,603668.SH,-30.7692,-30.77
43339,603677.SH,-2.439,-2.44
43352,603678.SH,13.5135,13.51
43546,603700.SH,18.8034,18.8
43642,603712.SH,50.0,50.0
43655,603713.SH,26.7271,26.73
43759,603727.SH,400.0,400.0
43808,603733.SH,46.9388,46.94
43821,603737.SH,-6700.0,-6700.0
44059,603799.SH,-92.2535,-92.25
44108,603806.SH,27.0833,27.08
44167,603813.SH,23.8095,23.81
44199,603817.SH,11.5385,11.54
44236,603822.SH,13.7282,13.73
44273,603826.SH,-18.5406,-18.54
44334,603839.SH,8.5714,8.57
44383,603856.SH,31.6667,31.67
44420,603860.SH,15.2778,15.28
44455,603866.SH,6.4334,6.43
44536,603878.SH,57.1429,57.14
44573,603881.SH,-23.5294,-23.53
44610,603885.SH,-21.7391,-21.74
44635,603887.SH,216.0,216.0
44660,603889.SH,-28.2051,-28.21
44704,603896.SH,15.7895,15.79
44741,603899.SH,31.3911,31.39
44881,603919.SH,0.0,0.0
44954,603929.SH,-38.1579,-38.16
44967,603933.SH,-73.4622,-73.46
45004,603938.SH,-4.0,-4.0
45017,603939.SH,26.1364,26.14
45050,603955.SH,4.4679,4.47
45215,603979.SH,6.0,6.0
45271,603986.SH,40.2778,40.28
45284,603987.SH,18.1818,18.18
45309,603989.SH,12.987,12.99
45355,603993.SH,-57.1429,-57.14
45387,603997.SH,81.25,81.25
45791,688122.SH,12.0624,12.06
46126,688388.SH,63.7255,63.73
